'Time and date','I','aVL','ABP','PAP','CVP','PLETH','CO2'
'[16:39:53.816 01/04/1996]',0.121,0.051,138.750,50.367,33.525,-0.046,39.350
'[16:39:53.818 01/04/1996]',0.120,0.051,138.750,50.367,33.525,-0.046,39.350
'[16:39:53.820 01/04/1996]',0.119,0.041,138.750,50.367,33.525,-0.046,39.350
'[16:39:53.822 01/04/1996]',0.118,0.041,138.750,50.367,33.525,-0.046,39.350
'[16:39:53.824 01/04/1996]',0.118,0.051,139.950,50.017,33.650,-0.032,39.367
'[16:39:53.826 01/04/1996]',0.117,0.051,139.950,50.017,33.650,-0.032,39.367
'[16:39:53.828 01/04/1996]',0.116,0.061,139.950,50.017,33.650,-0.032,39.367
'[16:39:53.830 01/04/1996]',0.114,0.071,139.950,50.017,33.650,-0.032,39.367
'[16:39:53.832 01/04/1996]',0.111,0.071,139.450,49.616,33.763,-0.011,39.317
'[16:39:53.834 01/04/1996]',0.109,0.061,139.450,49.616,33.763,-0.011,39.317
'[16:39:53.836 01/04/1996]',0.104,0.051,139.450,49.616,33.763,-0.011,39.317
'[16:39:53.838 01/04/1996]',0.100,0.051,139.450,49.616,33.763,-0.011,39.317
'[16:39:53.840 01/04/1996]',0.095,0.051,137.450,49.141,33.938,0.003,39.300
'[16:39:53.842 01/04/1996]',0.089,0.051,137.450,49.141,33.938,0.003,39.300
'[16:39:53.844 01/04/1996]',0.084,0.051,137.450,49.141,33.938,0.003,39.300
'[16:39:53.846 01/04/1996]',0.079,0.051,137.450,49.141,33.938,0.003,39.300
'[16:39:53.848 01/04/1996]',0.075,0.051,134.250,48.791,34.112,0.024,39.283
'[16:39:53.850 01/04/1996]',0.070,0.051,134.250,48.791,34.112,0.024,39.283
'[16:39:53.852 01/04/1996]',0.066,0.041,134.250,48.791,34.112,0.024,39.283
'[16:39:53.854 01/04/1996]',0.062,0.031,134.250,48.791,34.112,0.024,39.283
'[16:39:53.856 01/04/1996]',0.058,0.041,130.450,48.490,34.288,0.038,39.267
'[16:39:53.858 01/04/1996]',0.053,0.031,130.450,48.490,34.288,0.038,39.267
'[16:39:53.860 01/04/1996]',0.048,0.031,130.450,48.490,34.288,0.038,39.267
'[16:39:53.862 01/04/1996]',0.044,0.031,130.450,48.490,34.288,0.038,39.267
'[16:39:53.864 01/04/1996]',0.039,0.031,126.250,47.965,34.525,0.053,39.383
'[16:39:53.866 01/04/1996]',0.034,0.031,126.250,47.965,34.525,0.053,39.383
'[16:39:53.868 01/04/1996]',0.029,0.021,126.250,47.965,34.525,0.053,39.383
'[16:39:53.870 01/04/1996]',0.025,0.021,126.250,47.965,34.525,0.053,39.383
'[16:39:53.872 01/04/1996]',0.021,0.011,121.950,47.214,34.763,0.059,39.550
'[16:39:53.874 01/04/1996]',0.017,0.011,121.950,47.214,34.763,0.059,39.550
'[16:39:53.876 01/04/1996]',0.015,0.011,121.950,47.214,34.763,0.059,39.550
'[16:39:53.878 01/04/1996]',0.012,0.001,121.950,47.214,34.763,0.059,39.550
'[16:39:53.880 01/04/1996]',0.010,0.001,117.750,46.264,35.000,0.059,39.717
'[16:39:53.882 01/04/1996]',0.008,0.001,117.750,46.264,35.000,0.059,39.717
'[16:39:53.884 01/04/1996]',0.007,0.001,117.750,46.264,35.000,0.059,39.717
'[16:39:53.886 01/04/1996]',0.005,0.001,117.750,46.264,35.000,0.059,39.717
'[16:39:53.888 01/04/1996]',0.004,0.001,113.600,45.388,35.225,0.056,39.883
'[16:39:53.890 01/04/1996]',0.003,0.001,113.600,45.388,35.225,0.056,39.883
'[16:39:53.892 01/04/1996]',0.001,0.001,113.600,45.388,35.225,0.056,39.883
'[16:39:53.894 01/04/1996]',0.000,0.001,113.600,45.388,35.225,0.056,39.883
'[16:39:53.896 01/04/1996]',-0.001,0.001,109.600,44.737,35.525,0.050,39.983
'[16:39:53.898 01/04/1996]',-0.001,0.001,109.600,44.737,35.525,0.050,39.983
'[16:39:53.900 01/04/1996]',-0.001,0.001,109.600,44.737,35.525,0.050,39.983
'[16:39:53.902 01/04/1996]',-0.002,0.001,109.600,44.737,35.525,0.050,39.983
'[16:39:53.904 01/04/1996]',-0.002,0.001,105.700,44.212,35.812,0.038,40.083
'[16:39:53.906 01/04/1996]',-0.003,-0.009,105.700,44.212,35.812,0.038,40.083
'[16:39:53.908 01/04/1996]',-0.003,-0.009,105.700,44.212,35.812,0.038,40.083
'[16:39:53.910 01/04/1996]',-0.004,-0.009,105.700,44.212,35.812,0.038,40.083
'[16:39:53.912 01/04/1996]',-0.004,0.001,101.750,43.811,36.163,0.026,40.183
'[16:39:53.914 01/04/1996]',-0.005,0.001,101.750,43.811,36.163,0.026,40.183
'[16:39:53.916 01/04/1996]',-0.006,0.001,101.750,43.811,36.163,0.026,40.183
'[16:39:53.918 01/04/1996]',-0.008,0.001,101.750,43.811,36.163,0.026,40.183
'[16:39:53.920 01/04/1996]',-0.009,0.001,97.900,43.511,36.575,0.012,40.283
'[16:39:53.922 01/04/1996]',-0.010,0.001,97.900,43.511,36.575,0.012,40.283
'[16:39:53.924 01/04/1996]',-0.011,0.001,97.900,43.511,36.575,0.012,40.283
'[16:39:53.926 01/04/1996]',-0.012,0.001,97.900,43.511,36.575,0.012,40.283
'[16:39:53.928 01/04/1996]',-0.013,0.001,94.250,43.686,37.050,-0.003,40.317
'[16:39:53.930 01/04/1996]',-0.014,0.001,94.250,43.686,37.050,-0.003,40.317
'[16:39:53.932 01/04/1996]',-0.014,0.001,94.250,43.686,37.050,-0.003,40.317
'[16:39:53.934 01/04/1996]',-0.014,-0.009,94.250,43.686,37.050,-0.003,40.317
'[16:39:53.936 01/04/1996]',-0.014,-0.009,91.450,45.037,37.575,-0.011,40.400
'[16:39:53.938 01/04/1996]',-0.014,-0.009,91.450,45.037,37.575,-0.011,40.400
'[16:39:53.940 01/04/1996]',-0.014,-0.019,91.450,45.037,37.575,-0.011,40.400
'[16:39:53.942 01/04/1996]',-0.014,-0.019,91.450,45.037,37.575,-0.011,40.400
'[16:39:53.944 01/04/1996]',-0.013,-0.019,89.700,47.615,38.038,-0.021,40.483
'[16:39:53.946 01/04/1996]',-0.013,-0.019,89.700,47.615,38.038,-0.021,40.483
'[16:39:53.948 01/04/1996]',-0.012,-0.019,89.700,47.615,38.038,-0.021,40.483
'[16:39:53.950 01/04/1996]',-0.012,-0.019,89.700,47.615,38.038,-0.021,40.483
'[16:39:53.952 01/04/1996]',-0.011,-0.019,89.150,50.792,38.450,-0.032,40.567
'[16:39:53.954 01/04/1996]',-0.011,-0.019,89.150,50.792,38.450,-0.032,40.567
'[16:39:53.956 01/04/1996]',-0.010,-0.019,89.150,50.792,38.450,-0.032,40.567
'[16:39:53.958 01/04/1996]',-0.010,-0.019,89.150,50.792,38.450,-0.032,40.567
'[16:39:53.960 01/04/1996]',-0.009,-0.019,89.850,53.495,38.688,-0.018,40.633
'[16:39:53.962 01/04/1996]',-0.008,-0.019,89.850,53.495,38.688,-0.018,40.633
'[16:39:53.964 01/04/1996]',-0.007,-0.019,89.850,53.495,38.688,-0.018,40.633
'[16:39:53.966 01/04/1996]',-0.006,-0.019,89.850,53.495,38.688,-0.018,40.633
'[16:39:53.968 01/04/1996]',-0.003,-0.009,91.600,54.721,38.800,-0.026,40.733
'[16:39:53.970 01/04/1996]',-0.001,-0.009,91.600,54.721,38.800,-0.026,40.733
'[16:39:53.972 01/04/1996]',0.002,-0.019,91.600,54.721,38.800,-0.026,40.733
'[16:39:53.974 01/04/1996]',0.004,-0.019,91.600,54.721,38.800,-0.026,40.733
'[16:39:53.976 01/04/1996]',0.006,-0.009,94.250,54.295,38.800,-0.026,40.833
'[16:39:53.978 01/04/1996]',0.008,0.001,94.250,54.295,38.800,-0.026,40.833
'[16:39:53.980 01/04/1996]',0.010,-0.009,94.250,54.295,38.800,-0.026,40.833
'[16:39:53.982 01/04/1996]',0.011,0.001,94.250,54.295,38.800,-0.026,40.833
'[16:39:53.984 01/04/1996]',0.012,0.001,97.600,52.494,38.800,-0.032,40.933
'[16:39:53.986 01/04/1996]',0.012,-0.009,97.600,52.494,38.800,-0.032,40.933
'[16:39:53.988 01/04/1996]',0.011,-0.009,97.600,52.494,38.800,-0.032,40.933
'[16:39:53.990 01/04/1996]',0.011,-0.009,97.600,52.494,38.800,-0.032,40.933
'[16:39:53.992 01/04/1996]',0.010,-0.019,101.350,49.967,38.862,-0.029,40.883
'[16:39:53.994 01/04/1996]',0.010,-0.019,101.350,49.967,38.862,-0.029,40.883
'[16:39:53.996 01/04/1996]',0.009,-0.009,101.350,49.967,38.862,-0.029,40.883
'[16:39:53.998 01/04/1996]',0.008,-0.019,101.350,49.967,38.862,-0.029,40.883
'[16:39:54.000 01/04/1996]',0.008,-0.009,105.050,47.389,38.975,-0.032,40.867
'[16:39:54.002 01/04/1996]',0.007,-0.009,105.050,47.389,38.975,-0.032,40.867
'[16:39:54.004 01/04/1996]',0.004,-0.009,105.050,47.389,38.975,-0.032,40.867
'[16:39:54.006 01/04/1996]',0.002,-0.019,105.050,47.389,38.975,-0.032,40.867
'[16:39:54.008 01/04/1996]',-0.002,-0.019,108.350,45.338,39.100,-0.029,40.850
'[16:39:54.010 01/04/1996]',-0.005,-0.019,108.350,45.338,39.100,-0.029,40.850
'[16:39:54.012 01/04/1996]',-0.009,-0.029,108.350,45.338,39.100,-0.029,40.850
'[16:39:54.014 01/04/1996]',-0.013,-0.019,108.350,45.338,39.100,-0.029,40.850
'[16:39:54.016 01/04/1996]',-0.017,-0.019,111.150,43.686,39.212,-0.029,40.833
'[16:39:54.018 01/04/1996]',-0.021,-0.029,111.150,43.686,39.212,-0.029,40.833
'[16:39:54.020 01/04/1996]',-0.024,-0.029,111.150,43.686,39.212,-0.029,40.833
'[16:39:54.022 01/04/1996]',-0.028,-0.040,111.150,43.686,39.212,-0.029,40.833
'[16:39:54.024 01/04/1996]',-0.029,-0.040,113.050,41.985,39.212,-0.032,40.883
'[16:39:54.026 01/04/1996]',-0.031,-0.029,113.050,41.985,39.212,-0.032,40.883
'[16:39:54.028 01/04/1996]',-0.031,-0.029,113.050,41.985,39.212,-0.032,40.883
'[16:39:54.030 01/04/1996]',-0.031,-0.029,113.050,41.985,39.212,-0.032,40.883
'[16:39:54.032 01/04/1996]',-0.031,-0.029,114.100,40.058,39.150,-0.029,40.967
'[16:39:54.034 01/04/1996]',-0.030,-0.019,114.100,40.058,39.150,-0.029,40.967
'[16:39:54.036 01/04/1996]',-0.030,-0.019,114.100,40.058,39.150,-0.029,40.967
'[16:39:54.038 01/04/1996]',-0.030,-0.009,114.100,40.058,39.150,-0.029,40.967
'[16:39:54.040 01/04/1996]',-0.031,-0.019,114.300,38.232,39.150,-0.026,41.050
'[16:39:54.042 01/04/1996]',-0.033,-0.009,114.300,38.232,39.150,-0.026,41.050
'[16:39:54.044 01/04/1996]',-0.036,-0.009,114.300,38.232,39.150,-0.026,41.050
'[16:39:54.046 01/04/1996]',-0.038,-0.009,114.300,38.232,39.150,-0.026,41.050
'[16:39:54.048 01/04/1996]',-0.042,-0.009,113.700,37.181,39.150,-0.026,41.133
'[16:39:54.050 01/04/1996]',-0.046,-0.019,113.700,37.181,39.150,-0.026,41.133
'[16:39:54.052 01/04/1996]',-0.049,-0.019,113.700,37.181,39.150,-0.026,41.133
'[16:39:54.054 01/04/1996]',-0.052,-0.019,113.700,37.181,39.150,-0.026,41.133
'[16:39:54.056 01/04/1996]',-0.054,-0.029,112.400,37.231,39.212,-0.029,41.067
'[16:39:54.058 01/04/1996]',-0.055,-0.029,112.400,37.231,39.212,-0.029,41.067
'[16:39:54.060 01/04/1996]',-0.055,-0.029,112.400,37.231,39.212,-0.029,41.067
'[16:39:54.062 01/04/1996]',-0.054,-0.029,112.400,37.231,39.212,-0.029,41.067
'[16:39:54.064 01/04/1996]',-0.053,-0.040,110.600,38.357,39.450,-0.032,41.050
'[16:39:54.066 01/04/1996]',-0.052,-0.040,110.600,38.357,39.450,-0.032,41.050
'[16:39:54.068 01/04/1996]',-0.052,-0.029,110.600,38.357,39.450,-0.032,41.050
'[16:39:54.070 01/04/1996]',-0.051,-0.019,110.600,38.357,39.450,-0.032,41.050
'[16:39:54.072 01/04/1996]',-0.051,-0.019,108.450,40.058,39.800,-0.032,41.033
'[16:39:54.074 01/04/1996]',-0.051,-0.019,108.450,40.058,39.800,-0.032,41.033
'[16:39:54.076 01/04/1996]',-0.050,-0.019,108.450,40.058,39.800,-0.032,41.033
'[16:39:54.078 01/04/1996]',-0.050,-0.019,108.450,40.058,39.800,-0.032,41.033
'[16:39:54.080 01/04/1996]',-0.049,-0.009,106.200,41.760,40.275,-0.038,41.017
'[16:39:54.082 01/04/1996]',-0.049,-0.019,106.200,41.760,40.275,-0.038,41.017
'[16:39:54.084 01/04/1996]',-0.049,-0.019,106.200,41.760,40.275,-0.038,41.017
'[16:39:54.086 01/04/1996]',-0.048,-0.019,106.200,41.760,40.275,-0.038,41.017
'[16:39:54.088 01/04/1996]',-0.049,-0.019,104.100,42.936,40.800,-0.043,41.133
'[16:39:54.090 01/04/1996]',-0.050,-0.019,104.100,42.936,40.800,-0.043,41.133
'[16:39:54.092 01/04/1996]',-0.051,-0.019,104.100,42.936,40.800,-0.043,41.133
'[16:39:54.094 01/04/1996]',-0.052,-0.029,104.100,42.936,40.800,-0.043,41.133
'[16:39:54.096 01/04/1996]',-0.052,-0.040,102.200,43.461,41.263,-0.050,41.267
'[16:39:54.098 01/04/1996]',-0.052,-0.040,102.200,43.461,41.263,-0.050,41.267
'[16:39:54.100 01/04/1996]',-0.049,-0.019,102.200,43.461,41.263,-0.050,41.267
'[16:39:54.102 01/04/1996]',-0.047,-0.019,102.200,43.461,41.263,-0.050,41.267
'[16:39:54.104 01/04/1996]',-0.038,-0.009,100.450,43.411,41.675,-0.056,41.400
'[16:39:54.106 01/04/1996]',-0.030,0.001,100.450,43.411,41.675,-0.056,41.400
'[16:39:54.108 01/04/1996]',-0.013,0.001,100.450,43.411,41.675,-0.056,41.400
'[16:39:54.110 01/04/1996]',0.004,0.001,100.450,43.411,41.675,-0.056,41.400
'[16:39:54.112 01/04/1996]',0.032,0.011,98.950,42.936,41.913,-0.058,41.533
'[16:39:54.114 01/04/1996]',0.060,0.021,98.950,42.936,41.913,-0.058,41.533
'[16:39:54.116 01/04/1996]',0.096,0.041,98.950,42.936,41.913,-0.058,41.533
'[16:39:54.118 01/04/1996]',0.131,0.071,98.950,42.936,41.913,-0.058,41.533
'[16:39:54.120 01/04/1996]',0.164,0.102,97.700,42.235,41.913,-0.058,41.467
'[16:39:54.122 01/04/1996]',0.197,0.162,97.700,42.235,41.913,-0.058,41.467
'[16:39:54.124 01/04/1996]',0.215,0.233,97.700,42.235,41.913,-0.058,41.467
'[16:39:54.126 01/04/1996]',0.232,0.293,97.700,42.235,41.913,-0.058,41.467
'[16:39:54.128 01/04/1996]',0.226,0.334,96.750,41.585,41.788,-0.061,41.433
'[16:39:54.130 01/04/1996]',0.220,0.364,96.750,41.585,41.788,-0.061,41.433
'[16:39:54.132 01/04/1996]',0.192,0.364,96.750,41.585,41.788,-0.061,41.433
'[16:39:54.134 01/04/1996]',0.164,0.334,96.750,41.585,41.788,-0.061,41.433
'[16:39:54.136 01/04/1996]',0.123,0.293,96.200,41.284,41.562,-0.061,41.400
'[16:39:54.138 01/04/1996]',0.083,0.243,96.200,41.284,41.562,-0.061,41.400
'[16:39:54.140 01/04/1996]',0.044,0.172,96.200,41.284,41.562,-0.061,41.400
'[16:39:54.142 01/04/1996]',0.006,0.071,96.200,41.284,41.562,-0.061,41.400
'[16:39:54.144 01/04/1996]',-0.021,0.001,95.850,41.535,41.325,-0.058,41.367
'[16:39:54.146 01/04/1996]',-0.048,-0.060,95.850,41.535,41.325,-0.058,41.367
'[16:39:54.148 01/04/1996]',-0.064,-0.100,95.850,41.535,41.325,-0.058,41.367
'[16:39:54.150 01/04/1996]',-0.080,-0.111,95.850,41.535,41.325,-0.058,41.367
'[16:39:54.152 01/04/1996]',-0.090,-0.100,95.800,42.235,41.025,-0.056,41.400
'[16:39:54.154 01/04/1996]',-0.100,-0.090,95.800,42.235,41.025,-0.056,41.400
'[16:39:54.156 01/04/1996]',-0.113,-0.070,95.800,42.235,41.025,-0.056,41.400
'[16:39:54.158 01/04/1996]',-0.126,-0.070,95.800,42.235,41.025,-0.056,41.400
'[16:39:54.160 01/04/1996]',-0.145,-0.060,95.900,43.111,40.737,-0.050,41.467
'[16:39:54.162 01/04/1996]',-0.165,-0.060,95.900,43.111,40.737,-0.050,41.467
'[16:39:54.164 01/04/1996]',-0.188,-0.070,95.900,43.111,40.737,-0.050,41.467
'[16:39:54.166 01/04/1996]',-0.211,-0.080,95.900,43.111,40.737,-0.050,41.467
'[16:39:54.168 01/04/1996]',-0.235,-0.100,96.000,43.811,40.500,-0.050,41.533
'[16:39:54.170 01/04/1996]',-0.258,-0.121,96.000,43.811,40.500,-0.050,41.533
'[16:39:54.172 01/04/1996]',-0.278,-0.151,96.000,43.811,40.500,-0.050,41.533
'[16:39:54.174 01/04/1996]',-0.298,-0.171,96.000,43.811,40.500,-0.050,41.533
'[16:39:54.176 01/04/1996]',-0.312,-0.191,96.050,44.037,40.275,-0.043,41.600
'[16:39:54.178 01/04/1996]',-0.326,-0.201,96.050,44.037,40.275,-0.043,41.600
'[16:39:54.180 01/04/1996]',-0.334,-0.222,96.050,44.037,40.275,-0.043,41.600
'[16:39:54.182 01/04/1996]',-0.342,-0.232,96.050,44.037,40.275,-0.043,41.600
'[16:39:54.184 01/04/1996]',-0.342,-0.242,96.150,43.761,40.038,-0.035,41.583
'[16:39:54.186 01/04/1996]',-0.342,-0.242,96.150,43.761,40.038,-0.035,41.583
'[16:39:54.188 01/04/1996]',-0.335,-0.252,96.150,43.761,40.038,-0.035,41.583
'[16:39:54.190 01/04/1996]',-0.327,-0.252,96.150,43.761,40.038,-0.035,41.583
'[16:39:54.192 01/04/1996]',-0.310,-0.252,96.200,43.236,39.862,-0.035,41.617
'[16:39:54.194 01/04/1996]',-0.294,-0.242,96.200,43.236,39.862,-0.035,41.617
'[16:39:54.196 01/04/1996]',-0.269,-0.222,96.200,43.236,39.862,-0.035,41.617
'[16:39:54.198 01/04/1996]',-0.245,-0.201,96.200,43.236,39.862,-0.035,41.617
'[16:39:54.200 01/04/1996]',-0.217,-0.171,96.250,42.811,39.688,-0.029,41.650
'[16:39:54.202 01/04/1996]',-0.190,-0.161,96.250,42.811,39.688,-0.029,41.650
'[16:39:54.204 01/04/1996]',-0.161,-0.141,96.250,42.811,39.688,-0.029,41.650
'[16:39:54.206 01/04/1996]',-0.133,-0.121,96.250,42.811,39.688,-0.029,41.650
'[16:39:54.208 01/04/1996]',-0.108,-0.100,96.300,42.635,39.450,-0.026,41.683
'[16:39:54.210 01/04/1996]',-0.083,-0.090,96.300,42.635,39.450,-0.026,41.683
'[16:39:54.212 01/04/1996]',-0.062,-0.060,96.300,42.635,39.450,-0.026,41.683
'[16:39:54.214 01/04/1996]',-0.042,-0.029,96.300,42.635,39.450,-0.026,41.683
'[16:39:54.216 01/04/1996]',-0.028,-0.019,96.300,42.861,39.150,-0.023,41.783
'[16:39:54.218 01/04/1996]',-0.014,0.001,96.300,42.861,39.150,-0.023,41.783
'[16:39:54.220 01/04/1996]',-0.006,0.001,96.300,42.861,39.150,-0.023,41.783
'[16:39:54.222 01/04/1996]',0.003,0.011,96.300,42.861,39.150,-0.023,41.783
'[16:39:54.224 01/04/1996]',0.006,0.021,96.150,43.511,38.800,-0.023,41.933
'[16:39:54.226 01/04/1996]',0.009,0.021,96.150,43.511,38.800,-0.023,41.933
'[16:39:54.228 01/04/1996]',0.010,0.021,96.150,43.511,38.800,-0.023,41.933
'[16:39:54.230 01/04/1996]',0.011,0.021,96.150,43.511,38.800,-0.023,41.933
'[16:39:54.232 01/04/1996]',0.012,0.011,95.900,44.687,38.575,-0.026,42.083
'[16:39:54.234 01/04/1996]',0.014,0.021,95.900,44.687,38.575,-0.026,42.083
'[16:39:54.236 01/04/1996]',0.016,0.011,95.900,44.687,38.575,-0.026,42.083
'[16:39:54.238 01/04/1996]',0.018,0.011,95.900,44.687,38.575,-0.026,42.083
'[16:39:54.240 01/04/1996]',0.020,0.011,95.650,46.514,38.450,-0.032,42.233
'[16:39:54.242 01/04/1996]',0.022,0.011,95.650,46.514,38.450,-0.032,42.233
'[16:39:54.244 01/04/1996]',0.023,0.021,95.650,46.514,38.450,-0.032,42.233
'[16:39:54.246 01/04/1996]',0.023,0.021,95.650,46.514,38.450,-0.032,42.233
'[16:39:54.248 01/04/1996]',0.023,0.021,95.300,49.141,38.575,-0.038,42.167
'[16:39:54.250 01/04/1996]',0.023,0.021,95.300,49.141,38.575,-0.038,42.167
'[16:39:54.252 01/04/1996]',0.023,0.021,95.300,49.141,38.575,-0.038,42.167
'[16:39:54.254 01/04/1996]',0.022,0.021,95.300,49.141,38.575,-0.038,42.167
'[16:39:54.256 01/04/1996]',0.023,0.021,94.950,52.193,38.862,-0.046,42.150
'[16:39:54.258 01/04/1996]',0.024,0.011,94.950,52.193,38.862,-0.046,42.150
'[16:39:54.260 01/04/1996]',0.027,0.011,94.950,52.193,38.862,-0.046,42.150
'[16:39:54.262 01/04/1996]',0.030,0.021,94.950,52.193,38.862,-0.046,42.150
'[16:39:54.264 01/04/1996]',0.034,0.021,94.550,55.196,39.337,-0.052,42.133
'[16:39:54.266 01/04/1996]',0.037,0.031,94.550,55.196,39.337,-0.052,42.133
'[16:39:54.268 01/04/1996]',0.041,0.031,94.550,55.196,39.337,-0.052,42.133
'[16:39:54.270 01/04/1996]',0.045,0.031,94.550,55.196,39.337,-0.052,42.133
'[16:39:54.272 01/04/1996]',0.048,0.041,94.200,57.698,39.862,-0.061,42.117
'[16:39:54.274 01/04/1996]',0.050,0.031,94.200,57.698,39.862,-0.061,42.117
'[16:39:54.276 01/04/1996]',0.052,0.041,94.200,57.698,39.862,-0.061,42.117
'[16:39:54.278 01/04/1996]',0.053,0.051,94.200,57.698,39.862,-0.061,42.117
'[16:39:54.280 01/04/1996]',0.053,0.051,93.900,59.174,40.325,-0.070,42.150
'[16:39:54.282 01/04/1996]',0.054,0.051,93.900,59.174,40.325,-0.070,42.150
'[16:39:54.284 01/04/1996]',0.053,0.051,93.900,59.174,40.325,-0.070,42.150
'[16:39:54.286 01/04/1996]',0.052,0.051,93.900,59.174,40.325,-0.070,42.150
'[16:39:54.288 01/04/1996]',0.051,0.051,93.800,59.475,40.625,-0.070,42.200
'[16:39:54.290 01/04/1996]',0.049,0.051,93.800,59.475,40.625,-0.070,42.200
'[16:39:54.292 01/04/1996]',0.048,0.051,93.800,59.475,40.625,-0.070,42.200
'[16:39:54.294 01/04/1996]',0.047,0.031,93.800,59.475,40.625,-0.070,42.200
'[16:39:54.296 01/04/1996]',0.048,0.021,94.100,58.874,40.675,-0.076,42.250
'[16:39:54.298 01/04/1996]',0.049,0.021,94.100,58.874,40.675,-0.076,42.250
'[16:39:54.300 01/04/1996]',0.051,0.021,94.100,58.874,40.675,-0.076,42.250
'[16:39:54.302 01/04/1996]',0.054,0.021,94.100,58.874,40.675,-0.076,42.250
'[16:39:54.304 01/04/1996]',0.056,0.021,95.150,58.048,40.562,-0.073,42.300
'[16:39:54.306 01/04/1996]',0.059,0.021,95.150,58.048,40.562,-0.073,42.300
'[16:39:54.308 01/04/1996]',0.061,0.031,95.150,58.048,40.562,-0.073,42.300
'[16:39:54.310 01/04/1996]',0.063,0.031,95.150,58.048,40.562,-0.073,42.300
'[16:39:54.312 01/04/1996]',0.063,0.031,97.400,57.523,40.325,-0.070,42.283
'[16:39:54.314 01/04/1996]',0.063,0.041,97.400,57.523,40.325,-0.070,42.283
'[16:39:54.316 01/04/1996]',0.063,0.031,97.400,57.523,40.325,-0.070,42.283
'[16:39:54.318 01/04/1996]',0.063,0.031,97.400,57.523,40.325,-0.070,42.283
'[16:39:54.320 01/04/1996]',0.065,0.021,101.250,57.473,40.212,-0.061,42.267
'[16:39:54.322 01/04/1996]',0.067,0.021,101.250,57.473,40.212,-0.061,42.267
'[16:39:54.324 01/04/1996]',0.070,0.021,101.250,57.473,40.212,-0.061,42.267
'[16:39:54.326 01/04/1996]',0.073,0.031,101.250,57.473,40.212,-0.061,42.267
'[16:39:54.328 01/04/1996]',0.076,0.041,106.500,57.648,40.038,-0.050,42.250
'[16:39:54.330 01/04/1996]',0.080,0.031,106.500,57.648,40.038,-0.050,42.250
'[16:39:54.332 01/04/1996]',0.083,0.041,106.500,57.648,40.038,-0.050,42.250
'[16:39:54.334 01/04/1996]',0.086,0.031,106.500,57.648,40.038,-0.050,42.250
'[16:39:54.336 01/04/1996]',0.089,0.041,112.700,57.823,39.913,-0.038,42.233
'[16:39:54.338 01/04/1996]',0.092,0.041,112.700,57.823,39.913,-0.038,42.233
'[16:39:54.340 01/04/1996]',0.096,0.041,112.700,57.823,39.913,-0.038,42.233
'[16:39:54.342 01/04/1996]',0.099,0.051,112.700,57.823,39.913,-0.038,42.233
'[16:39:54.344 01/04/1996]',0.103,0.051,119.100,57.773,39.800,-0.023,42.300
'[16:39:54.346 01/04/1996]',0.107,0.051,119.100,57.773,39.800,-0.023,42.300
'[16:39:54.348 01/04/1996]',0.111,0.051,119.100,57.773,39.800,-0.023,42.300
'[16:39:54.350 01/04/1996]',0.116,0.051,119.100,57.773,39.800,-0.023,42.300
'[16:39:54.352 01/04/1996]',0.120,0.051,125.250,57.473,39.625,-0.015,42.417
'[16:39:54.354 01/04/1996]',0.124,0.051,125.250,57.473,39.625,-0.015,42.417
'[16:39:54.356 01/04/1996]',0.128,0.061,125.250,57.473,39.625,-0.015,42.417
'[16:39:54.358 01/04/1996]',0.131,0.071,125.250,57.473,39.625,-0.015,42.417
'[16:39:54.360 01/04/1996]',0.133,0.071,130.700,57.298,39.562,-0.005,42.533
'[16:39:54.362 01/04/1996]',0.135,0.082,130.700,57.298,39.562,-0.005,42.533
'[16:39:54.364 01/04/1996]',0.136,0.082,130.700,57.298,39.562,-0.005,42.533
'[16:39:54.366 01/04/1996]',0.137,0.071,130.700,57.298,39.562,-0.005,42.533
'[16:39:54.368 01/04/1996]',0.136,0.082,135.100,57.173,39.625,0.009,42.650
'[16:39:54.370 01/04/1996]',0.135,0.082,135.100,57.173,39.625,0.009,42.650
'[16:39:54.372 01/04/1996]',0.134,0.082,135.100,57.173,39.625,0.009,42.650
'[16:39:54.374 01/04/1996]',0.132,0.071,135.100,57.173,39.625,0.009,42.650
'[16:39:54.376 01/04/1996]',0.130,0.071,137.850,56.997,39.737,0.018,42.667
'[16:39:54.378 01/04/1996]',0.128,0.071,137.850,56.997,39.737,0.018,42.667
'[16:39:54.380 01/04/1996]',0.127,0.071,137.850,56.997,39.737,0.018,42.667
'[16:39:54.382 01/04/1996]',0.125,0.071,137.850,56.997,39.737,0.018,42.667
'[16:39:54.384 01/04/1996]',0.124,0.071,138.600,56.547,39.862,0.024,42.683
'[16:39:54.386 01/04/1996]',0.123,0.071,138.600,56.547,39.862,0.024,42.683
'[16:39:54.388 01/04/1996]',0.122,0.071,138.600,56.547,39.862,0.024,42.683
'[16:39:54.390 01/04/1996]',0.121,0.071,138.600,56.547,39.862,0.024,42.683
'[16:39:54.392 01/04/1996]',0.118,0.071,137.600,55.897,39.913,0.029,42.700
'[16:39:54.394 01/04/1996]',0.116,0.071,137.600,55.897,39.913,0.029,42.700
'[16:39:54.396 01/04/1996]',0.113,0.071,137.600,55.897,39.913,0.029,42.700
'[16:39:54.398 01/04/1996]',0.109,0.082,137.600,55.897,39.913,0.029,42.700
'[16:39:54.400 01/04/1996]',0.105,0.071,135.100,55.371,39.913,0.038,42.717
