'Time and date','I','aVL','ABP','PAP','CVP','PLETH','CO2'
'[07:01:35.902 19/03/1996]',0.138,0.287,80.050,35.525,11.656,0.000,34.450
'[07:01:35.904 19/03/1996]',0.141,0.291,84.750,36.300,11.305,0.000,34.467
'[07:01:35.906 19/03/1996]',0.144,0.295,84.750,36.300,11.305,0.000,34.467
'[07:01:35.908 19/03/1996]',0.147,0.299,84.750,36.300,11.305,0.000,34.467
'[07:01:35.910 19/03/1996]',0.150,0.303,84.750,36.300,11.305,0.000,34.467
'[07:01:35.912 19/03/1996]',0.152,0.306,89.200,37.000,11.016,0.000,34.483
'[07:01:35.914 19/03/1996]',0.154,0.309,89.200,37.000,11.016,0.000,34.483
'[07:01:35.916 19/03/1996]',0.154,0.310,89.200,37.000,11.016,0.000,34.483
'[07:01:35.918 19/03/1996]',0.154,0.312,89.200,37.000,11.016,0.000,34.483
'[07:01:35.920 19/03/1996]',0.153,0.312,93.250,37.575,10.715,0.000,34.433
'[07:01:35.922 19/03/1996]',0.153,0.313,93.250,37.575,10.715,0.000,34.433
'[07:01:35.924 19/03/1996]',0.152,0.312,93.250,37.575,10.715,0.000,34.433
'[07:01:35.926 19/03/1996]',0.152,0.312,93.250,37.575,10.715,0.000,34.433
'[07:01:35.928 19/03/1996]',0.150,0.310,96.750,38.050,10.489,0.000,34.400
'[07:01:35.930 19/03/1996]',0.149,0.309,96.750,38.050,10.489,0.000,34.400
'[07:01:35.932 19/03/1996]',0.147,0.308,96.750,38.050,10.489,0.000,34.400
'[07:01:35.934 19/03/1996]',0.146,0.307,96.750,38.050,10.489,0.000,34.400
'[07:01:35.936 19/03/1996]',0.143,0.304,99.600,38.275,10.314,0.000,34.367
'[07:01:35.938 19/03/1996]',0.141,0.301,99.600,38.275,10.314,0.000,34.367
'[07:01:35.940 19/03/1996]',0.140,0.298,99.600,38.275,10.314,0.000,34.367
'[07:01:35.942 19/03/1996]',0.138,0.296,99.600,38.275,10.314,0.000,34.367
'[07:01:35.944 19/03/1996]',0.137,0.292,101.600,38.350,10.251,0.000,34.333
'[07:01:35.946 19/03/1996]',0.135,0.289,101.600,38.350,10.251,0.000,34.333
'[07:01:35.948 19/03/1996]',0.135,0.285,101.600,38.350,10.251,0.000,34.333
'[07:01:35.950 19/03/1996]',0.135,0.281,101.600,38.350,10.251,0.000,34.333
'[07:01:35.952 19/03/1996]',0.137,0.276,102.800,38.275,10.314,0.000,34.267
'[07:01:35.954 19/03/1996]',0.139,0.271,102.800,38.275,10.314,0.000,34.267
'[07:01:35.956 19/03/1996]',0.141,0.265,102.800,38.275,10.314,0.000,34.267
'[07:01:35.958 19/03/1996]',0.143,0.259,102.800,38.275,10.314,0.000,34.267
'[07:01:35.960 19/03/1996]',0.144,0.254,103.400,38.175,10.489,0.000,34.250
'[07:01:35.962 19/03/1996]',0.145,0.248,103.400,38.175,10.489,0.000,34.250
'[07:01:35.964 19/03/1996]',0.144,0.242,103.400,38.175,10.489,0.000,34.250
'[07:01:35.966 19/03/1996]',0.144,0.237,103.400,38.175,10.489,0.000,34.250
'[07:01:35.968 19/03/1996]',0.142,0.232,103.450,37.925,10.715,0.000,34.233
'[07:01:35.970 19/03/1996]',0.140,0.226,103.450,37.925,10.715,0.000,34.233
'[07:01:35.972 19/03/1996]',0.138,0.222,103.450,37.925,10.715,0.000,34.233
'[07:01:35.974 19/03/1996]',0.135,0.217,103.450,37.925,10.715,0.000,34.233
'[07:01:35.976 19/03/1996]',0.133,0.214,103.000,37.650,11.066,0.000,34.217
'[07:01:35.978 19/03/1996]',0.130,0.211,103.000,37.650,11.066,0.000,34.217
'[07:01:35.980 19/03/1996]',0.129,0.209,103.000,37.650,11.066,0.000,34.217
'[07:01:35.982 19/03/1996]',0.128,0.208,103.000,37.650,11.066,0.000,34.217
'[07:01:35.984 19/03/1996]',0.127,0.208,102.100,37.225,11.543,0.000,34.200
'[07:01:35.986 19/03/1996]',0.126,0.209,102.100,37.225,11.543,0.000,34.200
'[07:01:35.988 19/03/1996]',0.126,0.211,102.100,37.225,11.543,0.000,34.200
'[07:01:35.990 19/03/1996]',0.126,0.214,102.100,37.225,11.543,0.000,34.200
'[07:01:35.992 19/03/1996]',0.127,0.217,100.850,36.650,12.070,0.000,34.183
'[07:01:35.994 19/03/1996]',0.127,0.221,100.850,36.650,12.070,0.000,34.183
'[07:01:35.996 19/03/1996]',0.129,0.227,100.850,36.650,12.070,0.000,34.183
'[07:01:35.998 19/03/1996]',0.130,0.232,100.850,36.650,12.070,0.000,34.183
'[07:01:36.000 19/03/1996]',0.133,0.237,99.300,36.000,12.660,0.000,34.167
'[07:01:36.002 19/03/1996]',0.135,0.243,99.300,36.000,12.660,0.000,34.167
'[07:01:36.004 19/03/1996]',0.139,0.249,99.300,36.000,12.660,0.000,34.167
'[07:01:36.006 19/03/1996]',0.142,0.255,99.300,36.000,12.660,0.000,34.167
'[07:01:36.008 19/03/1996]',0.145,0.260,97.400,35.175,13.187,0.000,34.150
'[07:01:36.010 19/03/1996]',0.148,0.264,97.400,35.175,13.187,0.000,34.150
'[07:01:36.012 19/03/1996]',0.148,0.266,97.400,35.175,13.187,0.000,34.150
'[07:01:36.014 19/03/1996]',0.148,0.267,97.400,35.175,13.187,0.000,34.150
'[07:01:36.016 19/03/1996]',0.146,0.267,95.250,34.300,13.777,0.000,34.133
'[07:01:36.018 19/03/1996]',0.144,0.267,95.250,34.300,13.777,0.000,34.133
'[07:01:36.020 19/03/1996]',0.142,0.268,95.250,34.300,13.777,0.000,34.133
'[07:01:36.022 19/03/1996]',0.140,0.268,95.250,34.300,13.777,0.000,34.133
'[07:01:36.024 19/03/1996]',0.139,0.271,92.850,33.300,14.304,0.000,34.117
'[07:01:36.026 19/03/1996]',0.138,0.274,92.850,33.300,14.304,0.000,34.117
'[07:01:36.028 19/03/1996]',0.139,0.280,92.850,33.300,14.304,0.000,34.117
'[07:01:36.030 19/03/1996]',0.139,0.286,92.850,33.300,14.304,0.000,34.117
'[07:01:36.032 19/03/1996]',0.140,0.292,90.150,32.375,14.831,0.000,34.100
'[07:01:36.034 19/03/1996]',0.141,0.299,90.150,32.375,14.831,0.000,34.100
'[07:01:36.036 19/03/1996]',0.143,0.304,90.150,32.375,14.831,0.000,34.100
'[07:01:36.038 19/03/1996]',0.145,0.309,90.150,32.375,14.831,0.000,34.100
'[07:01:36.040 19/03/1996]',0.146,0.311,87.200,31.475,15.307,0.000,34.083
'[07:01:36.042 19/03/1996]',0.148,0.314,87.200,31.475,15.307,0.000,34.083
'[07:01:36.044 19/03/1996]',0.148,0.315,87.200,31.475,15.307,0.000,34.083
'[07:01:36.046 19/03/1996]',0.149,0.315,87.200,31.475,15.307,0.000,34.083
'[07:01:36.048 19/03/1996]',0.149,0.314,84.050,30.900,15.659,0.000,34.083
'[07:01:36.050 19/03/1996]',0.150,0.313,84.050,30.900,15.659,0.000,34.083
'[07:01:36.052 19/03/1996]',0.149,0.311,84.050,30.900,15.659,0.000,34.083
'[07:01:36.054 19/03/1996]',0.148,0.309,84.050,30.900,15.659,0.000,34.083
'[07:01:36.056 19/03/1996]',0.145,0.306,80.650,30.500,16.010,0.000,34.083
'[07:01:36.058 19/03/1996]',0.143,0.303,80.650,30.500,16.010,0.000,34.083
'[07:01:36.060 19/03/1996]',0.142,0.299,80.650,30.500,16.010,0.000,34.083
'[07:01:36.062 19/03/1996]',0.142,0.296,80.650,30.500,16.010,0.000,34.083
'[07:01:36.064 19/03/1996]',0.143,0.292,77.250,30.325,16.186,0.000,34.083
'[07:01:36.066 19/03/1996]',0.144,0.289,77.250,30.325,16.186,0.000,34.083
'[07:01:36.068 19/03/1996]',0.146,0.286,77.250,30.325,16.186,0.000,34.083
'[07:01:36.070 19/03/1996]',0.148,0.283,77.250,30.325,16.186,0.000,34.083
'[07:01:36.072 19/03/1996]',0.150,0.281,74.150,30.150,16.248,0.000,34.083
'[07:01:36.074 19/03/1996]',0.152,0.278,74.150,30.150,16.248,0.000,34.083
'[07:01:36.076 19/03/1996]',0.152,0.278,74.150,30.150,16.248,0.000,34.083
'[07:01:36.078 19/03/1996]',0.152,0.277,74.150,30.150,16.248,0.000,34.083
'[07:01:36.080 19/03/1996]',0.151,0.278,71.400,29.975,16.186,0.000,34.050
'[07:01:36.082 19/03/1996]',0.151,0.279,71.400,29.975,16.186,0.000,34.050
'[07:01:36.084 19/03/1996]',0.150,0.281,71.400,29.975,16.186,0.000,34.050
'[07:01:36.086 19/03/1996]',0.150,0.282,71.400,29.975,16.186,0.000,34.050
'[07:01:36.088 19/03/1996]',0.150,0.285,69.000,29.675,16.073,0.000,34.017
'[07:01:36.090 19/03/1996]',0.151,0.288,69.000,29.675,16.073,0.000,34.017
'[07:01:36.092 19/03/1996]',0.152,0.291,69.000,29.675,16.073,0.000,34.017
'[07:01:36.094 19/03/1996]',0.154,0.294,69.000,29.675,16.073,0.000,34.017
'[07:01:36.096 19/03/1996]',0.156,0.297,66.950,29.325,15.772,0.000,33.983
'[07:01:36.098 19/03/1996]',0.158,0.300,66.950,29.325,15.772,0.000,33.983
'[07:01:36.100 19/03/1996]',0.159,0.303,66.950,29.325,15.772,0.000,33.983
'[07:01:36.102 19/03/1996]',0.160,0.307,66.950,29.325,15.772,0.000,33.983
'[07:01:36.104 19/03/1996]',0.161,0.312,65.200,29.025,15.483,0.000,33.950
'[07:01:36.106 19/03/1996]',0.162,0.318,65.200,29.025,15.483,0.000,33.950
'[07:01:36.108 19/03/1996]',0.163,0.325,65.200,29.025,15.483,0.000,33.950
'[07:01:36.110 19/03/1996]',0.164,0.331,65.200,29.025,15.483,0.000,33.950
'[07:01:36.112 19/03/1996]',0.164,0.336,63.650,28.725,15.132,0.000,33.950
'[07:01:36.114 19/03/1996]',0.163,0.341,63.650,28.725,15.132,0.000,33.950
'[07:01:36.116 19/03/1996]',0.162,0.344,63.650,28.725,15.132,0.000,33.950
'[07:01:36.118 19/03/1996]',0.161,0.346,63.650,28.725,15.132,0.000,33.950
'[07:01:36.120 19/03/1996]',0.160,0.348,62.400,28.550,14.718,0.000,33.983
'[07:01:36.122 19/03/1996]',0.159,0.350,62.400,28.550,14.718,0.000,33.983
'[07:01:36.124 19/03/1996]',0.159,0.351,62.400,28.550,14.718,0.000,33.983
'[07:01:36.126 19/03/1996]',0.158,0.353,62.400,28.550,14.718,0.000,33.983
'[07:01:36.128 19/03/1996]',0.159,0.356,61.250,28.450,14.304,0.000,34.017
'[07:01:36.130 19/03/1996]',0.160,0.359,61.250,28.450,14.304,0.000,34.017
'[07:01:36.132 19/03/1996]',0.161,0.363,61.250,28.450,14.304,0.000,34.017
'[07:01:36.134 19/03/1996]',0.161,0.368,61.250,28.450,14.304,0.000,34.017
'[07:01:36.136 19/03/1996]',0.161,0.373,60.400,28.325,13.890,0.000,34.050
'[07:01:36.138 19/03/1996]',0.160,0.379,60.400,28.325,13.890,0.000,34.050
'[07:01:36.140 19/03/1996]',0.158,0.384,60.400,28.325,13.890,0.000,34.050
'[07:01:36.142 19/03/1996]',0.155,0.389,60.400,28.325,13.890,0.000,34.050
'[07:01:36.144 19/03/1996]',0.152,0.393,59.700,28.200,13.488,0.000,34.017
'[07:01:36.146 19/03/1996]',0.150,0.397,59.700,28.200,13.488,0.000,34.017
'[07:01:36.148 19/03/1996]',0.147,0.401,59.700,28.200,13.488,0.000,34.017
'[07:01:36.150 19/03/1996]',0.145,0.404,59.700,28.200,13.488,0.000,34.017
'[07:01:36.152 19/03/1996]',0.143,0.407,59.100,28.025,13.074,0.000,33.983
'[07:01:36.154 19/03/1996]',0.141,0.410,59.100,28.025,13.074,0.000,33.983
'[07:01:36.156 19/03/1996]',0.140,0.411,59.100,28.025,13.074,0.000,33.983
'[07:01:36.158 19/03/1996]',0.138,0.413,59.100,28.025,13.074,0.000,33.983
'[07:01:36.160 19/03/1996]',0.137,0.413,58.700,27.850,12.773,0.000,33.950
'[07:01:36.162 19/03/1996]',0.135,0.414,58.700,27.850,12.773,0.000,33.950
'[07:01:36.164 19/03/1996]',0.135,0.415,58.700,27.850,12.773,0.000,33.950
'[07:01:36.166 19/03/1996]',0.134,0.416,58.700,27.850,12.773,0.000,33.950
'[07:01:36.168 19/03/1996]',0.135,0.417,58.500,27.800,12.547,0.000,33.917
'[07:01:36.170 19/03/1996]',0.135,0.418,58.500,27.800,12.547,0.000,33.917
'[07:01:36.172 19/03/1996]',0.135,0.419,58.500,27.800,12.547,0.000,33.917
'[07:01:36.174 19/03/1996]',0.135,0.420,58.500,27.800,12.547,0.000,33.917
'[07:01:36.176 19/03/1996]',0.135,0.419,58.400,27.725,12.422,0.000,33.867
'[07:01:36.178 19/03/1996]',0.135,0.418,58.400,27.725,12.422,0.000,33.867
'[07:01:36.180 19/03/1996]',0.135,0.415,58.400,27.725,12.422,0.000,33.867
'[07:01:36.182 19/03/1996]',0.134,0.412,58.400,27.725,12.422,0.000,33.867
'[07:01:36.184 19/03/1996]',0.133,0.409,58.350,27.800,12.422,0.000,33.867
'[07:01:36.186 19/03/1996]',0.132,0.406,58.350,27.800,12.422,0.000,33.867
'[07:01:36.188 19/03/1996]',0.132,0.406,58.350,27.800,12.422,0.000,33.867
'[07:01:36.190 19/03/1996]',0.132,0.406,58.350,27.800,12.422,0.000,33.867
'[07:01:36.192 19/03/1996]',0.134,0.411,58.300,27.800,12.484,0.000,33.867
'[07:01:36.194 19/03/1996]',0.136,0.416,58.300,27.800,12.484,0.000,33.867
'[07:01:36.196 19/03/1996]',0.142,0.430,58.300,27.800,12.484,0.000,33.867
'[07:01:36.198 19/03/1996]',0.148,0.444,58.300,27.800,12.484,0.000,33.867
'[07:01:36.200 19/03/1996]',0.162,0.472,58.300,27.725,12.597,0.000,33.867
'[07:01:36.202 19/03/1996]',0.175,0.501,58.300,27.725,12.597,0.000,33.867
'[07:01:36.204 19/03/1996]',0.202,0.547,58.300,27.725,12.597,0.000,33.867
'[07:01:36.206 19/03/1996]',0.228,0.593,58.300,27.725,12.597,0.000,33.867
'[07:01:36.208 19/03/1996]',0.270,0.658,58.300,27.550,12.898,0.000,33.817
'[07:01:36.210 19/03/1996]',0.311,0.723,58.300,27.550,12.898,0.000,33.817
'[07:01:36.212 19/03/1996]',0.365,0.802,58.300,27.550,12.898,0.000,33.817
'[07:01:36.214 19/03/1996]',0.419,0.882,58.300,27.550,12.898,0.000,33.817
'[07:01:36.216 19/03/1996]',0.477,0.963,58.300,27.325,13.250,0.000,33.767
'[07:01:36.218 19/03/1996]',0.535,1.024,58.300,27.325,13.250,0.000,33.767
'[07:01:36.220 19/03/1996]',0.587,1.024,58.300,27.325,13.250,0.000,33.767
'[07:01:36.222 19/03/1996]',0.639,1.024,58.300,27.325,13.250,0.000,33.767
'[07:01:36.224 19/03/1996]',0.672,1.024,58.350,26.975,13.714,0.000,33.717
'[07:01:36.226 19/03/1996]',0.706,1.024,58.350,26.975,13.714,0.000,33.717
'[07:01:36.228 19/03/1996]',0.712,1.024,58.350,26.975,13.714,0.000,33.717
'[07:01:36.230 19/03/1996]',0.718,1.024,58.350,26.975,13.714,0.000,33.717
'[07:01:36.232 19/03/1996]',0.693,1.024,58.400,26.625,14.191,0.000,33.667
'[07:01:36.234 19/03/1996]',0.667,1.024,58.400,26.625,14.191,0.000,33.667
'[07:01:36.236 19/03/1996]',0.617,1.024,58.400,26.625,14.191,0.000,33.667
'[07:01:36.238 19/03/1996]',0.567,0.972,58.400,26.625,14.191,0.000,33.667
'[07:01:36.240 19/03/1996]',0.507,0.875,58.450,26.225,14.718,0.000,33.600
'[07:01:36.242 19/03/1996]',0.448,0.778,58.450,26.225,14.718,0.000,33.600
'[07:01:36.244 19/03/1996]',0.393,0.679,58.450,26.225,14.718,0.000,33.600
'[07:01:36.246 19/03/1996]',0.338,0.580,58.450,26.225,14.718,0.000,33.600
'[07:01:36.248 19/03/1996]',0.296,0.490,58.450,25.850,15.132,0.000,33.550
'[07:01:36.250 19/03/1996]',0.255,0.400,58.450,25.850,15.132,0.000,33.550
'[07:01:36.252 19/03/1996]',0.229,0.330,58.450,25.850,15.132,0.000,33.550
'[07:01:36.254 19/03/1996]',0.202,0.259,58.450,25.850,15.132,0.000,33.550
'[07:01:36.256 19/03/1996]',0.188,0.213,58.450,25.450,15.546,0.000,33.500
'[07:01:36.258 19/03/1996]',0.174,0.167,58.450,25.450,15.546,0.000,33.500
'[07:01:36.260 19/03/1996]',0.169,0.144,58.450,25.450,15.546,0.000,33.500
'[07:01:36.262 19/03/1996]',0.164,0.121,58.450,25.450,15.546,0.000,33.500
'[07:01:36.264 19/03/1996]',0.166,0.115,58.400,25.150,15.897,0.000,33.450
'[07:01:36.266 19/03/1996]',0.167,0.109,58.400,25.150,15.897,0.000,33.450
'[07:01:36.268 19/03/1996]',0.170,0.110,58.400,25.150,15.897,0.000,33.450
'[07:01:36.270 19/03/1996]',0.173,0.111,58.400,25.150,15.897,0.000,33.450
'[07:01:36.272 19/03/1996]',0.173,0.110,58.300,24.925,16.136,0.000,33.433
'[07:01:36.274 19/03/1996]',0.174,0.109,58.300,24.925,16.136,0.000,33.433
'[07:01:36.276 19/03/1996]',0.170,0.102,58.300,24.925,16.136,0.000,33.433
'[07:01:36.278 19/03/1996]',0.165,0.095,58.300,24.925,16.136,0.000,33.433
'[07:01:36.280 19/03/1996]',0.159,0.084,58.100,24.750,16.311,0.000,33.450
'[07:01:36.282 19/03/1996]',0.153,0.073,58.100,24.750,16.311,0.000,33.450
'[07:01:36.284 19/03/1996]',0.148,0.065,58.100,24.750,16.311,0.000,33.450
'[07:01:36.286 19/03/1996]',0.144,0.056,58.100,24.750,16.311,0.000,33.450
'[07:01:36.288 19/03/1996]',0.143,0.051,57.850,24.750,16.487,0.000,33.467
'[07:01:36.290 19/03/1996]',0.143,0.046,57.850,24.750,16.487,0.000,33.467
'[07:01:36.292 19/03/1996]',0.147,0.048,57.850,24.750,16.487,0.000,33.467
'[07:01:36.294 19/03/1996]',0.151,0.049,57.850,24.750,16.487,0.000,33.467
'[07:01:36.296 19/03/1996]',0.157,0.054,57.550,24.925,16.537,0.000,33.483
'[07:01:36.298 19/03/1996]',0.163,0.060,57.550,24.925,16.537,0.000,33.483
'[07:01:36.300 19/03/1996]',0.168,0.066,57.550,24.925,16.537,0.000,33.483
'[07:01:36.302 19/03/1996]',0.172,0.072,57.550,24.925,16.537,0.000,33.483
'[07:01:36.304 19/03/1996]',0.173,0.077,57.200,25.325,16.537,0.000,33.500
'[07:01:36.306 19/03/1996]',0.175,0.083,57.200,25.325,16.537,0.000,33.500
'[07:01:36.308 19/03/1996]',0.173,0.084,57.200,25.325,16.537,0.000,33.500
'[07:01:36.310 19/03/1996]',0.171,0.085,57.200,25.325,16.537,0.000,33.500
'[07:01:36.312 19/03/1996]',0.168,0.081,56.950,25.925,16.487,0.000,33.550
'[07:01:36.314 19/03/1996]',0.164,0.077,56.950,25.925,16.487,0.000,33.550
'[07:01:36.316 19/03/1996]',0.162,0.070,56.950,25.925,16.487,0.000,33.550
'[07:01:36.318 19/03/1996]',0.159,0.063,56.950,25.925,16.487,0.000,33.550
'[07:01:36.320 19/03/1996]',0.158,0.056,56.650,26.500,16.361,0.000,33.600
'[07:01:36.322 19/03/1996]',0.157,0.048,56.650,26.500,16.361,0.000,33.600
'[07:01:36.324 19/03/1996]',0.158,0.043,56.650,26.500,16.361,0.000,33.600
'[07:01:36.326 19/03/1996]',0.158,0.038,56.650,26.500,16.361,0.000,33.600
'[07:01:36.328 19/03/1996]',0.160,0.036,56.400,26.925,16.186,0.000,33.650
'[07:01:36.330 19/03/1996]',0.161,0.034,56.400,26.925,16.186,0.000,33.650
'[07:01:36.332 19/03/1996]',0.163,0.034,56.400,26.925,16.186,0.000,33.650
'[07:01:36.334 19/03/1996]',0.164,0.034,56.400,26.925,16.186,0.000,33.650
'[07:01:36.336 19/03/1996]',0.165,0.034,56.050,27.100,15.960,0.000,33.683
'[07:01:36.338 19/03/1996]',0.165,0.033,56.050,27.100,15.960,0.000,33.683
'[07:01:36.340 19/03/1996]',0.167,0.032,56.050,27.100,15.960,0.000,33.683
'[07:01:36.342 19/03/1996]',0.168,0.030,56.050,27.100,15.960,0.000,33.683
'[07:01:36.344 19/03/1996]',0.168,0.028,55.600,26.975,15.772,0.000,33.733
'[07:01:36.346 19/03/1996]',0.167,0.026,55.600,26.975,15.772,0.000,33.733
'[07:01:36.348 19/03/1996]',0.166,0.025,55.600,26.975,15.772,0.000,33.733
'[07:01:36.350 19/03/1996]',0.164,0.024,55.600,26.975,15.772,0.000,33.733
'[07:01:36.352 19/03/1996]',0.163,0.024,55.000,26.750,15.546,0.000,33.783
'[07:01:36.354 19/03/1996]',0.161,0.023,55.000,26.750,15.546,0.000,33.783
'[07:01:36.356 19/03/1996]',0.160,0.024,55.000,26.750,15.546,0.000,33.783
'[07:01:36.358 19/03/1996]',0.159,0.025,55.000,26.750,15.546,0.000,33.783
'[07:01:36.360 19/03/1996]',0.158,0.025,54.400,26.625,15.307,0.000,33.833
'[07:01:36.362 19/03/1996]',0.157,0.026,54.400,26.625,15.307,0.000,33.833
'[07:01:36.364 19/03/1996]',0.158,0.025,54.400,26.625,15.307,0.000,33.833
'[07:01:36.366 19/03/1996]',0.158,0.025,54.400,26.625,15.307,0.000,33.833
'[07:01:36.368 19/03/1996]',0.160,0.025,54.000,26.850,15.069,0.000,33.850
'[07:01:36.370 19/03/1996]',0.161,0.024,54.000,26.850,15.069,0.000,33.850
'[07:01:36.372 19/03/1996]',0.163,0.022,54.000,26.850,15.069,0.000,33.850
'[07:01:36.374 19/03/1996]',0.165,0.021,54.000,26.850,15.069,0.000,33.850
'[07:01:36.376 19/03/1996]',0.167,0.021,53.900,27.500,14.718,0.000,33.867
'[07:01:36.378 19/03/1996]',0.169,0.022,53.900,27.500,14.718,0.000,33.867
'[07:01:36.380 19/03/1996]',0.170,0.028,53.900,27.500,14.718,0.000,33.867
'[07:01:36.382 19/03/1996]',0.171,0.034,53.900,27.500,14.718,0.000,33.867
'[07:01:36.384 19/03/1996]',0.172,0.047,54.300,28.625,14.366,0.000,33.883
'[07:01:36.386 19/03/1996]',0.172,0.060,54.300,28.625,14.366,0.000,33.883
'[07:01:36.388 19/03/1996]',0.172,0.076,54.300,28.625,14.366,0.000,33.883
'[07:01:36.390 19/03/1996]',0.173,0.092,54.300,28.625,14.366,0.000,33.883
'[07:01:36.392 19/03/1996]',0.175,0.102,55.500,30.025,13.952,0.000,33.900
'[07:01:36.394 19/03/1996]',0.177,0.113,55.500,30.025,13.952,0.000,33.900
'[07:01:36.396 19/03/1996]',0.180,0.112,55.500,30.025,13.952,0.000,33.900
'[07:01:36.398 19/03/1996]',0.184,0.110,55.500,30.025,13.952,0.000,33.900
'[07:01:36.400 19/03/1996]',0.186,0.097,58.050,31.425,13.601,0.000,33.833
'[07:01:36.402 19/03/1996]',0.189,0.083,58.050,31.425,13.601,0.000,33.833
'[07:01:36.404 19/03/1996]',0.190,0.066,58.050,31.425,13.601,0.000,33.833
'[07:01:36.406 19/03/1996]',0.191,0.048,58.050,31.425,13.601,0.000,33.833
'[07:01:36.408 19/03/1996]',0.191,0.034,61.850,32.650,13.187,0.000,33.817
'[07:01:36.410 19/03/1996]',0.191,0.019,61.850,32.650,13.187,0.000,33.817
'[07:01:36.412 19/03/1996]',0.193,0.013,61.850,32.650,13.187,0.000,33.817
'[07:01:36.414 19/03/1996]',0.194,0.006,61.850,32.650,13.187,0.000,33.817
'[07:01:36.416 19/03/1996]',0.196,0.007,66.600,33.725,12.836,0.000,33.800
'[07:01:36.418 19/03/1996]',0.198,0.008,66.600,33.725,12.836,0.000,33.800
'[07:01:36.420 19/03/1996]',0.200,0.015,66.600,33.725,12.836,0.000,33.800
'[07:01:36.422 19/03/1996]',0.202,0.022,66.600,33.725,12.836,0.000,33.800
'[07:01:36.424 19/03/1996]',0.203,0.035,71.700,34.525,12.484,0.000,33.783
'[07:01:36.426 19/03/1996]',0.205,0.047,71.700,34.525,12.484,0.000,33.783
'[07:01:36.428 19/03/1996]',0.207,0.066,71.700,34.525,12.484,0.000,33.783
'[07:01:36.430 19/03/1996]',0.209,0.085,71.700,34.525,12.484,0.000,33.783
'[07:01:36.432 19/03/1996]',0.211,0.113,76.550,35.300,12.133,0.000,33.800
'[07:01:36.434 19/03/1996]',0.214,0.140,76.550,35.300,12.133,0.000,33.800
'[07:01:36.436 19/03/1996]',0.217,0.172,76.550,35.300,12.133,0.000,33.800
'[07:01:36.438 19/03/1996]',0.220,0.205,76.550,35.300,12.133,0.000,33.800
'[07:01:36.440 19/03/1996]',0.224,0.239,81.150,36.050,11.719,0.000,33.817
'[07:01:36.442 19/03/1996]',0.228,0.273,81.150,36.050,11.719,0.000,33.817
'[07:01:36.444 19/03/1996]',0.231,0.301,81.150,36.050,11.719,0.000,33.817
'[07:01:36.446 19/03/1996]',0.234,0.330,81.150,36.050,11.719,0.000,33.817
'[07:01:36.448 19/03/1996]',0.234,0.345,85.600,36.875,11.430,0.000,33.833
'[07:01:36.450 19/03/1996]',0.235,0.360,85.600,36.875,11.430,0.000,33.833
'[07:01:36.452 19/03/1996]',0.234,0.361,85.600,36.875,11.430,0.000,33.833
'[07:01:36.454 19/03/1996]',0.234,0.362,85.600,36.875,11.430,0.000,33.833
'[07:01:36.456 19/03/1996]',0.234,0.354,90.100,37.575,11.129,0.000,33.850
'[07:01:36.458 19/03/1996]',0.233,0.347,90.100,37.575,11.129,0.000,33.850
'[07:01:36.460 19/03/1996]',0.232,0.338,90.100,37.575,11.129,0.000,33.850
'[07:01:36.462 19/03/1996]',0.231,0.328,90.100,37.575,11.129,0.000,33.850
'[07:01:36.464 19/03/1996]',0.230,0.323,94.200,38.175,10.954,0.000,33.933
'[07:01:36.466 19/03/1996]',0.229,0.317,94.200,38.175,10.954,0.000,33.933
'[07:01:36.468 19/03/1996]',0.230,0.319,94.200,38.175,10.954,0.000,33.933
'[07:01:36.470 19/03/1996]',0.230,0.320,94.200,38.175,10.954,0.000,33.933
'[07:01:36.472 19/03/1996]',0.230,0.326,97.500,38.525,10.841,0.000,34.033
'[07:01:36.474 19/03/1996]',0.229,0.331,97.500,38.525,10.841,0.000,34.033
'[07:01:36.476 19/03/1996]',0.228,0.338,97.500,38.525,10.841,0.000,34.033
'[07:01:36.478 19/03/1996]',0.226,0.344,97.500,38.525,10.841,0.000,34.033
'[07:01:36.480 19/03/1996]',0.225,0.346,99.900,38.700,10.778,0.000,34.133
'[07:01:36.482 19/03/1996]',0.223,0.349,99.900,38.700,10.778,0.000,34.133
'[07:01:36.484 19/03/1996]',0.221,0.349,99.900,38.700,10.778,0.000,34.133
'[07:01:36.486 19/03/1996]',0.219,0.350,99.900,38.700,10.778,0.000,34.133
'[07:01:36.488 19/03/1996]',0.216,0.349,101.500,38.700,10.891,0.000,34.233
'[07:01:36.490 19/03/1996]',0.214,0.348,101.500,38.700,10.891,0.000,34.233
'[07:01:36.492 19/03/1996]',0.212,0.346,101.500,38.700,10.891,0.000,34.233
'[07:01:36.494 19/03/1996]',0.210,0.345,101.500,38.700,10.891,0.000,34.233
'[07:01:36.496 19/03/1996]',0.209,0.343,102.450,38.575,11.066,0.000,34.283
'[07:01:36.498 19/03/1996]',0.208,0.341,102.450,38.575,11.066,0.000,34.283
'[07:01:36.500 19/03/1996]',0.208,0.339,102.450,38.575,11.066,0.000,34.283
'[07:01:36.502 19/03/1996]',0.208,0.337,102.450,38.575,11.066,0.000,34.283
'[07:01:36.504 19/03/1996]',0.208,0.335,102.750,38.400,11.430,0.000,34.383
'[07:01:36.506 19/03/1996]',0.208,0.333,102.750,38.400,11.430,0.000,34.383
