'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[13:41:14.632 12/05/1995]',0.012,0.001,0.006,83.777,0.712
'[13:41:14.634 12/05/1995]',0.012,0.001,0.006,83.777,0.712
'[13:41:14.636 12/05/1995]',0.006,0.001,0.006,83.777,0.712
'[13:41:14.638 12/05/1995]',0.001,0.001,0.001,83.777,0.712
'[13:41:14.640 12/05/1995]',0.001,0.001,0.001,83.477,0.639
'[13:41:14.642 12/05/1995]',0.001,0.001,0.001,83.477,0.639
'[13:41:14.644 12/05/1995]',0.001,0.001,0.001,83.477,0.639
'[13:41:14.646 12/05/1995]',0.001,0.001,0.001,83.477,0.639
'[13:41:14.648 12/05/1995]',0.001,0.001,0.001,83.177,0.567
'[13:41:14.650 12/05/1995]',0.006,0.001,0.006,83.177,0.567
'[13:41:14.652 12/05/1995]',0.006,0.001,0.006,83.177,0.567
'[13:41:14.654 12/05/1995]',0.006,0.001,0.006,83.177,0.567
'[13:41:14.656 12/05/1995]',0.006,0.001,0.006,82.802,0.505
'[13:41:14.658 12/05/1995]',0.001,0.001,0.001,82.802,0.505
'[13:41:14.660 12/05/1995]',0.006,0.001,0.006,82.802,0.505
'[13:41:14.662 12/05/1995]',0.006,0.001,0.006,82.802,0.505
'[13:41:14.664 12/05/1995]',0.006,0.001,0.001,82.352,0.443
'[13:41:14.666 12/05/1995]',0.006,0.001,0.006,82.352,0.443
'[13:41:14.668 12/05/1995]',0.006,0.001,0.006,82.352,0.443
'[13:41:14.670 12/05/1995]',0.006,0.001,0.006,82.352,0.443
'[13:41:14.672 12/05/1995]',0.006,0.001,0.006,81.827,0.392
'[13:41:14.674 12/05/1995]',0.001,0.001,0.006,81.827,0.392
'[13:41:14.676 12/05/1995]',0.006,0.001,0.006,81.827,0.392
'[13:41:14.678 12/05/1995]',0.006,0.001,0.006,81.827,0.392
'[13:41:14.680 12/05/1995]',-0.005,0.001,0.001,81.377,0.340
'[13:41:14.682 12/05/1995]',0.001,0.001,0.001,81.377,0.340
'[13:41:14.684 12/05/1995]',0.001,0.001,0.006,81.377,0.340
'[13:41:14.686 12/05/1995]',0.006,0.001,0.006,81.377,0.340
'[13:41:14.688 12/05/1995]',0.001,0.001,0.006,80.702,0.283
'[13:41:14.690 12/05/1995]',0.001,0.001,0.001,80.702,0.283
'[13:41:14.692 12/05/1995]',0.001,0.001,0.006,80.702,0.283
'[13:41:14.694 12/05/1995]',0.001,0.001,0.001,80.702,0.283
'[13:41:14.696 12/05/1995]',0.001,0.001,0.001,80.027,0.242
'[13:41:14.698 12/05/1995]',0.001,0.001,0.001,80.027,0.242
'[13:41:14.700 12/05/1995]',0.001,0.001,0.001,80.027,0.242
'[13:41:14.702 12/05/1995]',-0.005,-0.015,0.001,80.027,0.242
'[13:41:14.704 12/05/1995]',-0.005,-0.015,0.001,79.427,0.191
'[13:41:14.706 12/05/1995]',0.006,0.001,0.012,79.427,0.191
'[13:41:14.708 12/05/1995]',0.012,0.001,0.006,79.427,0.191
'[13:41:14.710 12/05/1995]',0.006,0.001,0.001,79.427,0.191
'[13:41:14.712 12/05/1995]',0.006,0.001,0.001,78.827,0.149
'[13:41:14.714 12/05/1995]',0.001,0.001,0.001,78.827,0.149
'[13:41:14.716 12/05/1995]',-0.005,0.001,0.001,78.827,0.149
'[13:41:14.718 12/05/1995]',-0.005,0.001,0.001,78.827,0.149
'[13:41:14.720 12/05/1995]',-0.005,0.001,0.001,78.227,0.108
'[13:41:14.722 12/05/1995]',-0.005,0.001,0.001,78.227,0.108
'[13:41:14.724 12/05/1995]',-0.005,0.001,0.001,78.227,0.108
'[13:41:14.726 12/05/1995]',0.001,0.001,0.001,78.227,0.108
'[13:41:14.728 12/05/1995]',0.001,0.001,0.001,77.627,0.061
'[13:41:14.730 12/05/1995]',0.001,0.001,-0.005,77.627,0.061
'[13:41:14.732 12/05/1995]',0.001,0.001,0.001,77.627,0.061
'[13:41:14.734 12/05/1995]',-0.005,0.001,0.001,77.627,0.061
'[13:41:14.736 12/05/1995]',0.001,0.001,0.001,77.027,0.021
'[13:41:14.738 12/05/1995]',-0.005,-0.015,0.001,77.027,0.021
'[13:41:14.740 12/05/1995]',0.001,0.001,0.001,77.027,0.021
'[13:41:14.742 12/05/1995]',0.001,0.001,0.001,77.027,0.021
'[13:41:14.744 12/05/1995]',0.006,0.001,0.006,76.427,-0.026
'[13:41:14.746 12/05/1995]',0.001,0.001,0.001,76.427,-0.026
'[13:41:14.748 12/05/1995]',0.001,0.001,0.001,76.427,-0.026
'[13:41:14.750 12/05/1995]',0.001,0.001,0.001,76.427,-0.026
'[13:41:14.752 12/05/1995]',0.001,0.001,0.001,75.827,-0.072
'[13:41:14.754 12/05/1995]',0.001,0.001,0.001,75.827,-0.072
'[13:41:14.756 12/05/1995]',0.006,0.001,0.001,75.827,-0.072
'[13:41:14.758 12/05/1995]',0.001,0.001,0.001,75.827,-0.072
'[13:41:14.760 12/05/1995]',0.001,0.017,-0.005,75.302,-0.108
'[13:41:14.762 12/05/1995]',-0.005,0.017,-0.005,75.302,-0.108
'[13:41:14.764 12/05/1995]',0.001,0.017,-0.005,75.302,-0.108
'[13:41:14.766 12/05/1995]',-0.005,0.017,-0.005,75.302,-0.108
'[13:41:14.768 12/05/1995]',-0.005,0.034,-0.005,74.702,-0.155
'[13:41:14.770 12/05/1995]',-0.011,0.034,-0.005,74.702,-0.155
'[13:41:14.772 12/05/1995]',-0.011,0.050,-0.005,74.702,-0.155
'[13:41:14.774 12/05/1995]',-0.005,0.050,-0.005,74.702,-0.155
'[13:41:14.776 12/05/1995]',0.001,0.050,-0.005,74.177,-0.196
'[13:41:14.778 12/05/1995]',0.001,0.050,-0.005,74.177,-0.196
'[13:41:14.780 12/05/1995]',0.001,0.050,0.001,74.177,-0.196
'[13:41:14.782 12/05/1995]',0.006,0.034,0.001,74.177,-0.196
'[13:41:14.784 12/05/1995]',0.006,0.034,0.006,73.577,-0.242
'[13:41:14.786 12/05/1995]',0.001,0.017,0.006,73.577,-0.242
'[13:41:14.788 12/05/1995]',0.001,0.017,0.006,73.577,-0.242
'[13:41:14.790 12/05/1995]',-0.005,0.017,0.006,73.577,-0.242
'[13:41:14.792 12/05/1995]',-0.011,0.017,0.001,73.127,-0.289
'[13:41:14.794 12/05/1995]',-0.023,0.017,-0.011,73.127,-0.289
'[13:41:14.796 12/05/1995]',-0.029,0.017,-0.011,73.127,-0.289
'[13:41:14.798 12/05/1995]',-0.035,0.017,-0.029,73.127,-0.289
'[13:41:14.800 12/05/1995]',-0.047,0.017,-0.023,72.602,-0.325
'[13:41:14.802 12/05/1995]',-0.053,0.017,-0.029,72.602,-0.325
'[13:41:14.804 12/05/1995]',-0.053,0.001,-0.029,72.602,-0.325
'[13:41:14.806 12/05/1995]',-0.065,0.001,-0.035,72.602,-0.325
'[13:41:14.808 12/05/1995]',-0.065,0.001,-0.035,72.152,-0.371
'[13:41:14.810 12/05/1995]',-0.053,0.017,-0.046,72.152,-0.371
'[13:41:14.812 12/05/1995]',-0.053,0.017,-0.046,72.152,-0.371
'[13:41:14.814 12/05/1995]',-0.047,0.017,-0.046,72.152,-0.371
'[13:41:14.816 12/05/1995]',-0.047,0.034,-0.035,71.702,-0.412
'[13:41:14.818 12/05/1995]',-0.035,0.034,-0.035,71.702,-0.412
'[13:41:14.820 12/05/1995]',-0.035,0.034,-0.029,71.702,-0.412
'[13:41:14.822 12/05/1995]',-0.053,0.034,-0.035,71.702,-0.412
'[13:41:14.824 12/05/1995]',-0.053,0.034,-0.035,71.252,-0.459
'[13:41:14.826 12/05/1995]',-0.065,0.034,-0.035,71.252,-0.459
'[13:41:14.828 12/05/1995]',-0.053,0.050,-0.046,71.252,-0.459
'[13:41:14.830 12/05/1995]',-0.053,0.034,-0.046,71.252,-0.459
'[13:41:14.832 12/05/1995]',-0.047,0.034,-0.046,70.877,-0.505
'[13:41:14.834 12/05/1995]',-0.047,0.034,-0.035,70.877,-0.505
'[13:41:14.836 12/05/1995]',-0.035,0.034,-0.029,70.877,-0.505
'[13:41:14.838 12/05/1995]',-0.029,0.034,-0.029,70.877,-0.505
'[13:41:14.840 12/05/1995]',-0.023,0.034,-0.023,70.427,-0.547
'[13:41:14.842 12/05/1995]',-0.005,0.017,-0.011,70.427,-0.547
'[13:41:14.844 12/05/1995]',0.001,0.017,-0.011,70.427,-0.547
'[13:41:14.846 12/05/1995]',0.001,0.001,-0.011,70.427,-0.547
'[13:41:14.848 12/05/1995]',0.001,0.001,-0.005,70.127,-0.593
'[13:41:14.850 12/05/1995]',0.001,0.001,-0.005,70.127,-0.593
'[13:41:14.852 12/05/1995]',0.006,0.001,0.001,70.127,-0.593
'[13:41:14.854 12/05/1995]',0.001,-0.015,0.001,70.127,-0.593
'[13:41:14.856 12/05/1995]',0.001,-0.015,0.001,69.752,-0.629
'[13:41:14.858 12/05/1995]',0.001,-0.015,-0.005,69.752,-0.629
'[13:41:14.860 12/05/1995]',0.001,-0.015,-0.005,69.752,-0.629
'[13:41:14.862 12/05/1995]',0.001,-0.015,-0.005,69.752,-0.629
'[13:41:14.864 12/05/1995]',0.001,-0.015,-0.005,69.452,-0.675
'[13:41:14.866 12/05/1995]',-0.005,-0.015,-0.005,69.452,-0.675
'[13:41:14.868 12/05/1995]',0.001,-0.015,-0.005,69.452,-0.675
'[13:41:14.870 12/05/1995]',-0.005,-0.015,-0.005,69.452,-0.675
'[13:41:14.872 12/05/1995]',0.001,-0.015,-0.005,69.152,-0.712
'[13:41:14.874 12/05/1995]',0.001,-0.015,-0.005,69.152,-0.712
'[13:41:14.876 12/05/1995]',-0.005,-0.015,-0.005,69.152,-0.712
'[13:41:14.878 12/05/1995]',-0.005,-0.015,-0.005,69.152,-0.712
'[13:41:14.880 12/05/1995]',0.001,-0.015,-0.011,68.852,-0.758
'[13:41:14.882 12/05/1995]',0.001,-0.015,-0.005,68.852,-0.758
'[13:41:14.884 12/05/1995]',-0.005,-0.015,-0.005,68.852,-0.758
'[13:41:14.886 12/05/1995]',-0.005,-0.015,-0.005,68.852,-0.758
'[13:41:14.888 12/05/1995]',-0.011,-0.015,0.001,68.477,-0.789
'[13:41:14.890 12/05/1995]',-0.005,-0.015,-0.005,68.477,-0.789
'[13:41:14.892 12/05/1995]',-0.005,-0.015,-0.005,68.477,-0.789
'[13:41:14.894 12/05/1995]',0.001,0.001,-0.005,68.477,-0.789
'[13:41:14.896 12/05/1995]',0.001,0.001,-0.005,68.177,-0.820
'[13:41:14.898 12/05/1995]',0.001,0.001,-0.005,68.177,-0.820
'[13:41:14.900 12/05/1995]',0.001,-0.015,0.001,68.177,-0.820
'[13:41:14.902 12/05/1995]',-0.005,-0.015,0.001,68.177,-0.820
'[13:41:14.904 12/05/1995]',-0.005,-0.015,0.001,67.877,-0.856
'[13:41:14.906 12/05/1995]',0.001,-0.015,0.006,67.877,-0.856
'[13:41:14.908 12/05/1995]',0.012,-0.015,0.012,67.877,-0.856
'[13:41:14.910 12/05/1995]',0.048,0.001,0.030,67.877,-0.856
'[13:41:14.912 12/05/1995]',0.072,-0.015,0.053,67.577,-0.887
'[13:41:14.914 12/05/1995]',0.095,-0.015,0.077,67.577,-0.887
'[13:41:14.916 12/05/1995]',0.143,-0.031,0.129,67.577,-0.887
'[13:41:14.918 12/05/1995]',0.196,-0.031,0.164,67.577,-0.887
'[13:41:14.920 12/05/1995]',0.243,-0.048,0.217,67.277,-0.918
'[13:41:14.922 12/05/1995]',0.267,-0.031,0.240,67.277,-0.918
'[13:41:14.924 12/05/1995]',0.284,-0.015,0.258,67.277,-0.918
'[13:41:14.926 12/05/1995]',0.290,0.017,0.258,67.277,-0.918
'[13:41:14.928 12/05/1995]',0.290,0.066,0.229,66.977,-0.949
'[13:41:14.930 12/05/1995]',0.273,0.115,0.217,66.977,-0.949
'[13:41:14.932 12/05/1995]',0.267,0.181,0.182,66.977,-0.949
'[13:41:14.934 12/05/1995]',0.231,0.262,0.135,66.977,-0.949
'[13:41:14.936 12/05/1995]',0.196,0.344,0.071,66.602,-0.970
'[13:41:14.938 12/05/1995]',0.154,0.393,0.024,66.602,-0.970
'[13:41:14.940 12/05/1995]',0.137,0.393,0.001,66.602,-0.970
'[13:41:14.942 12/05/1995]',0.154,0.344,-0.005,66.602,-0.970
'[13:41:14.944 12/05/1995]',0.160,0.230,0.012,66.302,-0.996
'[13:41:14.946 12/05/1995]',0.166,0.066,0.035,66.302,-0.996
'[13:41:14.948 12/05/1995]',0.166,-0.113,0.077,66.302,-0.996
'[13:41:14.950 12/05/1995]',0.166,-0.293,0.129,66.302,-0.996
'[13:41:14.952 12/05/1995]',0.166,-0.408,0.153,66.002,-1.011
'[13:41:14.954 12/05/1995]',0.154,-0.489,0.158,66.002,-1.011
'[13:41:14.956 12/05/1995]',0.119,-0.554,0.141,66.002,-1.011
'[13:41:14.958 12/05/1995]',0.089,-0.571,0.117,66.002,-1.011
'[13:41:14.960 12/05/1995]',0.054,-0.571,0.088,65.702,-
'[13:41:14.962 12/05/1995]',0.030,-0.538,0.071,65.702,-
'[13:41:14.964 12/05/1995]',0.006,-0.505,0.047,65.702,-
'[13:41:14.966 12/05/1995]',0.001,-0.457,0.035,65.702,-
'[13:41:14.968 12/05/1995]',-0.011,-0.391,0.030,65.477,-
'[13:41:14.970 12/05/1995]',-0.023,-0.342,0.012,65.477,-
'[13:41:14.972 12/05/1995]',-0.047,-0.276,-0.005,65.477,-
'[13:41:14.974 12/05/1995]',-0.065,-0.195,-0.029,65.477,-
'[13:41:14.976 12/05/1995]',-0.071,-0.113,-0.046,65.177,-
'[13:41:14.978 12/05/1995]',-0.077,-0.064,-0.052,65.177,-
'[13:41:14.980 12/05/1995]',-0.071,-0.031,-0.052,65.177,-
'[13:41:14.982 12/05/1995]',-0.071,-0.015,-0.052,65.177,-
'[13:41:14.984 12/05/1995]',-0.065,-0.015,-0.046,64.952,-
'[13:41:14.986 12/05/1995]',-0.053,-0.015,-0.046,64.952,-
'[13:41:14.988 12/05/1995]',-0.053,-0.015,-0.029,64.952,-
'[13:41:14.990 12/05/1995]',-0.053,-0.015,-0.029,64.952,-
'[13:41:14.992 12/05/1995]',-0.053,-0.015,-0.035,64.652,-
'[13:41:14.994 12/05/1995]',-0.053,0.001,-0.035,64.652,-
'[13:41:14.996 12/05/1995]',-0.053,0.001,-0.035,64.652,-
'[13:41:14.998 12/05/1995]',-0.047,0.001,-0.035,64.652,-
'[13:41:15.000 12/05/1995]',-0.047,0.001,-0.029,64.427,-
'[13:41:15.002 12/05/1995]',-0.053,0.001,-0.029,64.427,-
'[13:41:15.004 12/05/1995]',-0.047,0.001,-0.035,64.427,-
'[13:41:15.006 12/05/1995]',-0.035,0.001,-0.029,64.427,-
'[13:41:15.008 12/05/1995]',-0.035,0.001,-0.029,64.127,-
'[13:41:15.010 12/05/1995]',-0.047,0.001,-0.035,64.127,-
'[13:41:15.012 12/05/1995]',-0.047,0.001,-0.035,64.127,-
'[13:41:15.014 12/05/1995]',-0.047,0.001,-0.029,64.127,-
'[13:41:15.016 12/05/1995]',-0.035,0.001,-0.029,63.902,-
'[13:41:15.018 12/05/1995]',-0.035,0.001,-0.029,63.902,-
'[13:41:15.020 12/05/1995]',-0.035,0.001,-0.029,63.902,-
'[13:41:15.022 12/05/1995]',-0.035,0.017,-0.029,63.902,-
'[13:41:15.024 12/05/1995]',-0.035,0.017,-0.035,63.677,-
'[13:41:15.026 12/05/1995]',-0.029,0.017,-0.035,63.677,-
'[13:41:15.028 12/05/1995]',-0.035,0.017,-0.046,63.677,-
'[13:41:15.030 12/05/1995]',-0.035,0.017,-0.046,63.677,-
'[13:41:15.032 12/05/1995]',-0.035,0.017,-0.035,63.377,-
'[13:41:15.034 12/05/1995]',-0.035,0.017,-0.035,63.377,-
'[13:41:15.036 12/05/1995]',-0.035,0.017,-0.029,63.377,-
'[13:41:15.038 12/05/1995]',-0.029,0.017,-0.035,63.377,-
'[13:41:15.040 12/05/1995]',-0.035,0.034,-0.035,63.227,-
'[13:41:15.042 12/05/1995]',-0.047,0.034,-0.035,63.227,-
'[13:41:15.044 12/05/1995]',-0.035,0.034,-0.035,63.227,-
'[13:41:15.046 12/05/1995]',-0.035,0.034,-0.035,63.227,-
'[13:41:15.048 12/05/1995]',-0.035,0.034,-0.035,63.077,-
'[13:41:15.050 12/05/1995]',-0.035,0.034,-0.035,63.077,-
'[13:41:15.052 12/05/1995]',-0.047,0.034,-0.035,63.077,-
'[13:41:15.054 12/05/1995]',-0.053,0.034,-0.046,63.077,-
'[13:41:15.056 12/05/1995]',-0.047,0.034,-0.046,62.927,-
'[13:41:15.058 12/05/1995]',-0.047,0.034,-0.046,62.927,-
'[13:41:15.060 12/05/1995]',-0.035,0.050,-0.046,62.927,-
'[13:41:15.062 12/05/1995]',-0.047,0.050,-0.046,62.927,-
'[13:41:15.064 12/05/1995]',-0.047,0.050,-0.035,62.627,-
'[13:41:15.066 12/05/1995]',-0.035,0.050,-0.046,62.627,-
'[13:41:15.068 12/05/1995]',-0.047,0.034,-0.046,62.627,-
'[13:41:15.070 12/05/1995]',-0.053,0.034,-0.046,62.627,-
'[13:41:15.072 12/05/1995]',-0.047,0.050,-0.046,62.402,-
'[13:41:15.074 12/05/1995]',-0.047,0.050,-0.046,62.402,-
'[13:41:15.076 12/05/1995]',-0.047,0.050,-0.046,62.402,-
'[13:41:15.078 12/05/1995]',-0.047,0.050,-0.046,62.402,-
'[13:41:15.080 12/05/1995]',-0.047,0.050,-0.046,62.177,-
'[13:41:15.082 12/05/1995]',-0.047,0.050,-0.046,62.177,-
'[13:41:15.084 12/05/1995]',-0.047,0.050,-0.046,62.177,-
'[13:41:15.086 12/05/1995]',-0.047,0.050,-0.046,62.177,-
'[13:41:15.088 12/05/1995]',-0.047,0.050,-0.046,62.027,-
'[13:41:15.090 12/05/1995]',-0.047,0.050,-0.046,62.027,-
'[13:41:15.092 12/05/1995]',-0.047,0.050,-0.046,62.027,-
'[13:41:15.094 12/05/1995]',-0.035,0.050,-0.046,62.027,-
'[13:41:15.096 12/05/1995]',-0.035,0.050,-0.046,61.877,-
'[13:41:15.098 12/05/1995]',-0.029,0.050,-0.046,61.877,-
'[13:41:15.100 12/05/1995]',-0.047,0.050,-0.046,61.877,-
'[13:41:15.102 12/05/1995]',-0.035,0.050,-0.046,61.877,-
'[13:41:15.104 12/05/1995]',-0.035,0.050,-0.046,61.952,-
'[13:41:15.106 12/05/1995]',-0.047,0.050,-0.046,61.952,-
'[13:41:15.108 12/05/1995]',-0.035,0.050,-0.052,61.952,-
'[13:41:15.110 12/05/1995]',-0.035,0.066,-0.046,61.952,-
'[13:41:15.112 12/05/1995]',-0.029,0.066,-0.046,62.627,-
'[13:41:15.114 12/05/1995]',-0.035,0.050,-0.046,62.627,-
'[13:41:15.116 12/05/1995]',-0.035,0.066,-0.046,62.627,-
'[13:41:15.118 12/05/1995]',-0.035,0.050,-0.046,62.627,-
'[13:41:15.120 12/05/1995]',-0.035,0.050,-0.046,64.427,-
'[13:41:15.122 12/05/1995]',-0.035,0.050,-0.035,64.427,-
'[13:41:15.124 12/05/1995]',-0.035,0.066,-0.046,64.427,-
'[13:41:15.126 12/05/1995]',-0.035,0.066,-0.046,64.427,-
'[13:41:15.128 12/05/1995]',-0.035,0.066,-0.046,68.327,-
'[13:41:15.130 12/05/1995]',-0.035,0.066,-0.046,68.327,-
'[13:41:15.132 12/05/1995]',-0.035,0.066,-0.046,68.327,-
'[13:41:15.134 12/05/1995]',-0.029,0.050,-0.035,68.327,-
'[13:41:15.136 12/05/1995]',-0.029,0.050,-0.035,74.702,-
'[13:41:15.138 12/05/1995]',-0.029,0.050,-0.035,74.702,-
'[13:41:15.140 12/05/1995]',-0.029,0.066,-0.035,74.702,-
'[13:41:15.142 12/05/1995]',-0.029,0.066,-0.035,74.702,-
'[13:41:15.144 12/05/1995]',-0.035,0.066,-0.035,83.402,-
'[13:41:15.146 12/05/1995]',-0.029,0.066,-0.035,83.402,-
'[13:41:15.148 12/05/1995]',-0.029,0.066,-0.035,83.402,-
'[13:41:15.150 12/05/1995]',-0.029,0.066,-0.029,83.402,-
'[13:41:15.152 12/05/1995]',-0.023,0.050,-0.029,92.852,-
'[13:41:15.154 12/05/1995]',-0.023,0.050,-0.029,92.852,-
'[13:41:15.156 12/05/1995]',-0.023,0.050,-0.029,92.852,-
'[13:41:15.158 12/05/1995]',-0.029,0.050,-0.029,92.852,-
'[13:41:15.160 12/05/1995]',-0.023,0.050,-0.029,101.478,-
'[13:41:15.162 12/05/1995]',-0.023,0.050,-0.029,101.478,-
'[13:41:15.164 12/05/1995]',-0.023,0.050,-0.023,101.478,-
'[13:41:15.166 12/05/1995]',-0.023,0.050,-0.023,101.478,-
'[13:41:15.168 12/05/1995]',-0.011,0.066,-0.023,108.753,-
'[13:41:15.170 12/05/1995]',-0.023,0.050,-0.011,108.753,-
'[13:41:15.172 12/05/1995]',-0.011,0.050,-0.005,108.753,-
'[13:41:15.174 12/05/1995]',-0.011,0.050,-0.011,108.753,-
'[13:41:15.176 12/05/1995]',-0.011,0.050,-0.011,114.828,-1.006
'[13:41:15.178 12/05/1995]',-0.005,0.050,-0.011,114.828,-1.006
'[13:41:15.180 12/05/1995]',-0.011,0.050,-0.011,114.828,-1.006
'[13:41:15.182 12/05/1995]',-0.005,0.050,-0.005,114.828,-1.006
'[13:41:15.184 12/05/1995]',-0.005,0.050,-0.005,119.703,-0.965
'[13:41:15.186 12/05/1995]',-0.005,0.034,-0.005,119.703,-0.965
'[13:41:15.188 12/05/1995]',0.001,0.034,0.001,119.703,-0.965
'[13:41:15.190 12/05/1995]',0.001,0.034,0.001,119.703,-0.965
'[13:41:15.192 12/05/1995]',-0.005,0.034,0.001,123.378,-0.913
'[13:41:15.194 12/05/1995]',0.001,0.050,0.001,123.378,-0.913
'[13:41:15.196 12/05/1995]',0.001,0.034,0.001,123.378,-0.913
'[13:41:15.198 12/05/1995]',0.001,0.034,0.001,123.378,-0.913
'[13:41:15.200 12/05/1995]',0.001,0.034,0.006,126.078,-0.841
'[13:41:15.202 12/05/1995]',0.001,0.034,0.006,126.078,-0.841
'[13:41:15.204 12/05/1995]',0.001,0.034,0.006,126.078,-0.841
'[13:41:15.206 12/05/1995]',0.001,0.034,0.006,126.078,-0.841
'[13:41:15.208 12/05/1995]',0.006,0.034,0.006,127.878,-0.758
'[13:41:15.210 12/05/1995]',0.006,0.034,0.006,127.878,-0.758
'[13:41:15.212 12/05/1995]',0.006,0.034,0.006,127.878,-0.758
'[13:41:15.214 12/05/1995]',0.006,0.034,0.006,127.878,-0.758
'[13:41:15.216 12/05/1995]',0.006,0.034,0.012,129.153,-0.650
'[13:41:15.218 12/05/1995]',0.006,0.017,0.012,129.153,-0.650
'[13:41:15.220 12/05/1995]',0.006,0.017,0.012,129.153,-0.650
'[13:41:15.222 12/05/1995]',0.006,0.017,0.024,129.153,-0.650
'[13:41:15.224 12/05/1995]',0.006,0.017,0.012,129.978,-0.531
'[13:41:15.226 12/05/1995]',0.001,0.017,0.012,129.978,-0.531
'[13:41:15.228 12/05/1995]',0.006,0.017,0.012,129.978,-0.531
'[13:41:15.230 12/05/1995]',0.006,0.017,0.012,129.978,-0.531
'[13:41:15.232 12/05/1995]',0.006,0.017,0.012,130.353,-0.403
'[13:41:15.234 12/05/1995]',0.006,0.017,0.012,130.353,-0.403
'[13:41:15.236 12/05/1995]',0.006,0.017,0.012,130.353,-0.403
'[13:41:15.238 12/05/1995]',0.006,0.017,0.012,130.353,-0.403
'[13:41:15.240 12/05/1995]',0.001,0.017,0.012,130.353,-0.263
'[13:41:15.242 12/05/1995]',0.006,0.017,0.012,130.353,-0.263
'[13:41:15.244 12/05/1995]',0.006,0.017,0.012,130.353,-0.263
'[13:41:15.246 12/05/1995]',0.006,0.017,0.012,130.353,-0.263
'[13:41:15.248 12/05/1995]',0.006,0.001,0.012,129.978,-0.124
'[13:41:15.250 12/05/1995]',0.006,0.001,0.012,129.978,-0.124
'[13:41:15.252 12/05/1995]',0.001,0.017,0.012,129.978,-0.124
'[13:41:15.254 12/05/1995]',0.001,0.017,0.006,129.978,-0.124
'[13:41:15.256 12/05/1995]',0.001,0.017,0.006,129.303,0.015
'[13:41:15.258 12/05/1995]',0.001,0.017,0.006,129.303,0.015
'[13:41:15.260 12/05/1995]',0.001,0.017,0.006,129.303,0.015
'[13:41:15.262 12/05/1995]',-0.005,0.017,0.001,129.303,0.015
'[13:41:15.264 12/05/1995]',-0.005,0.017,0.001,128.328,0.149
'[13:41:15.266 12/05/1995]',0.001,0.017,0.006,128.328,0.149
'[13:41:15.268 12/05/1995]',0.001,0.017,0.006,128.328,0.149
'[13:41:15.270 12/05/1995]',-0.005,0.001,0.006,128.328,0.149
'[13:41:15.272 12/05/1995]',-0.005,0.001,0.006,127.053,0.263
'[13:41:15.274 12/05/1995]',-0.005,0.001,0.006,127.053,0.263
'[13:41:15.276 12/05/1995]',-0.005,0.001,0.006,127.053,0.263
'[13:41:15.278 12/05/1995]',-0.005,0.001,0.006,127.053,0.263
'[13:41:15.280 12/05/1995]',-0.005,0.001,0.006,125.703,0.371
'[13:41:15.282 12/05/1995]',-0.005,0.001,0.006,125.703,0.371
'[13:41:15.284 12/05/1995]',-0.011,0.001,0.006,125.703,0.371
'[13:41:15.286 12/05/1995]',-0.011,0.001,0.001,125.703,0.371
'[13:41:15.288 12/05/1995]',-0.011,0.001,0.001,123.978,0.469
'[13:41:15.290 12/05/1995]',-0.005,0.001,0.001,123.978,0.469
'[13:41:15.292 12/05/1995]',-0.011,0.001,0.001,123.978,0.469
'[13:41:15.294 12/05/1995]',-0.023,0.001,-0.005,123.978,0.469
'[13:41:15.296 12/05/1995]',-0.023,0.001,-0.005,122.103,0.551
'[13:41:15.298 12/05/1995]',-0.011,0.001,-0.005,122.103,0.551
'[13:41:15.300 12/05/1995]',-0.011,0.001,-0.005,122.103,0.551
'[13:41:15.302 12/05/1995]',-0.011,0.001,0.001,122.103,0.551
'[13:41:15.304 12/05/1995]',-0.011,0.001,0.001,120.003,0.624
'[13:41:15.306 12/05/1995]',-0.023,0.017,-0.005,120.003,0.624
'[13:41:15.308 12/05/1995]',-0.011,0.017,-0.005,120.003,0.624
'[13:41:15.310 12/05/1995]',-0.011,0.017,-0.005,120.003,0.624
'[13:41:15.312 12/05/1995]',-0.023,0.001,-0.005,117.603,0.680
'[13:41:15.314 12/05/1995]',-0.011,0.001,-0.005,117.603,0.680
'[13:41:15.316 12/05/1995]',-0.011,0.001,0.001,117.603,0.680
'[13:41:15.318 12/05/1995]',-0.011,0.001,0.001,117.603,0.680
'[13:41:15.320 12/05/1995]',-0.011,0.001,-0.005,114.903,0.732
'[13:41:15.322 12/05/1995]',-0.023,0.001,-0.005,114.903,0.732
'[13:41:15.324 12/05/1995]',-0.029,0.001,-0.005,114.903,0.732
'[13:41:15.326 12/05/1995]',-0.023,0.001,-0.005,114.903,0.732
'[13:41:15.328 12/05/1995]',-0.023,0.001,-0.005,111.828,0.768
'[13:41:15.330 12/05/1995]',-0.023,0.001,-0.005,111.828,0.768
'[13:41:15.332 12/05/1995]',-0.023,0.001,-0.005,111.828,0.768
'[13:41:15.334 12/05/1995]',-0.023,0.001,-0.011,111.828,0.768
'[13:41:15.336 12/05/1995]',-0.023,0.001,-0.005,108.228,0.788
'[13:41:15.338 12/05/1995]',-0.023,0.001,-0.005,108.228,0.788
'[13:41:15.340 12/05/1995]',-0.023,0.001,-0.011,108.228,0.788
'[13:41:15.342 12/05/1995]',-0.023,0.017,-0.011,108.228,0.788
'[13:41:15.344 12/05/1995]',-0.023,0.034,-0.011,104.328,0.804
